Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.setosa,Species.versicolor,Species.virginica
0.11111111111111119,0.5,0.05084745762711865,0.04166666666666667,1,0,0
0.22222222222222213,0.5416666666666665,0.11864406779661016,0.16666666666666669,1,0,0
0.13888888888888887,0.5833333333333333,0.15254237288135591,0.04166666666666667,1,0,0
0.25000000000000006,0.5833333333333333,0.06779661016949151,0.04166666666666667,1,0,0
0.5833333333333334,0.5,0.5932203389830508,0.5833333333333334,0,1,0
0.3333333333333333,0.1249999999999999,0.5084745762711864,0.5,0,1,0
0.1666666666666668,0.1666666666666666,0.38983050847457623,0.375,0,1,0
0.44444444444444453,0.41666666666666663,0.5423728813559322,0.5833333333333334,0,1,0
0.4999999999999999,0.3333333333333332,0.5084745762711864,0.5,0,1,0
0.6388888888888887,0.41666666666666663,0.576271186440678,0.5416666666666666,0,1,0
0.6944444444444443,0.3333333333333332,0.6440677966101694,0.5416666666666666,0,1,0
0.4722222222222222,0.2916666666666667,0.6949152542372881,0.625,0,1,0
0.4722222222222222,0.5833333333333333,0.5932203389830508,0.625,0,1,0
0.5277777777777778,0.3749999999999999,0.559322033898305,0.5,0,1,0
0.38888888888888895,0.3333333333333332,0.5254237288135593,0.5,0,1,0
0.611111111111111,0.41666666666666663,0.8135593220338982,0.8750000000000001,0,0,1
0.4722222222222222,0.0833333333333334,0.6779661016949152,0.5833333333333334,0,0,1
0.7222222222222222,0.5,0.7966101694915254,0.9166666666666666,0,0,1
0.6666666666666666,0.5416666666666665,0.7966101694915254,0.8333333333333334,0,0,1
0.8055555555555556,0.5,0.847457627118644,0.7083333333333334,0,0,1
0.5277777777777778,0.3333333333333332,0.6440677966101694,0.7083333333333334,0,0,1
0.8055555555555556,0.41666666666666663,0.8135593220338982,0.625,0,0,1
0.8611111111111112,0.3333333333333332,0.8644067796610169,0.75,0,0,1
0.7222222222222222,0.4583333333333333,0.7457627118644068,0.8333333333333334,0,0,1
0.7222222222222222,0.4583333333333333,0.6949152542372881,0.9166666666666666,0,0,1
0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,0,0,1
0.6666666666666666,0.41666666666666663,0.711864406779661,0.9166666666666666,0,0,1
0.44444444444444453,0.41666666666666663,0.6949152542372881,0.7083333333333334,0,0,1
